"","V1","V2"
"33",1388282160,55.9
"31",1388285760,54
"29",1388289360,53.1
"27",1388292960,53.1
"25",1388296560,50
"45",1388300160,50
"43",1388303760,48.9
"18",1388307360,50
"24",1388310960,44.1
"16",1388314560,46
"14",1388318160,44.1
"12",1388321760,52
"10",1388325360,51.1
"8",1388328960,50
"6",1388332560,54
"4",1388336160,57
"2",1388339760,60.1
"22",1388343360,60.1
"20",1388346960,63
"17",1388350560,64
"23",1388354160,66.9
"15",1388357760,66
"13",1388361360,66
"11",1388364960,60.1
"9",1388368560,57.9
"7",1388372160,57.9
"5",1388375760,57
"3",1388379360,54
"1",1388382960,53.1
"21",1388386560,52
"19",1388390160,48.9
